Response.ID,RL1_Country,RL1_FP.region,RL1_FR.region,RL1_State.abbr,RL1_State,RL2_FIPS,RL2_County,FC1_Owned.ac,FC1_Leased.ac,FC3_Owned.crops.ac,FC3_Owned.natural.ac,FC3_Owned.fallow.ac,FC3_Owned.pasture.ac,FC3_Owned.built.ac,FC4_Leased.crops.ac,FC4_Leased.natural.ac,FC4_Leased.fallow.ac,FC4_Leased.pasture.ac,FC4_Leased.built.ac,FC6_Conv.ac,FC6_Cert.org.ac,FC6_Trans.org.ac,FC6_Noncert.org.ac,FC6_Mngt.3t,FC7_Cropped.percent,FC7_Grazed.percent,FC1_Total.ac,FC8_Csys_3type,CM1_Cur.pre.nev,IC1_Cur.pre.nev,IP1_Cur.pre.nev,RT1_Cur.pre.nev,CR1_Cur.pre.nev_REV,CC1_Cur.pre.nev,BP1_Cur.pre.nev,RB1_Cur.pre.nev,CM1_binary,IC1_binary,IP1_binary,RT1_binary,CR1_binary,CC1_binary,BP1_binary,RB1_binary
R_1Kx6dvxBBk6yWe4,USA,Lake.States,Northern.Crescent,MI,Michigan,26113,Missaukee,5,4,2.5,1,0,1,0.5,3,1,0,0,0,0,0,0,9,Organic,80,20,9,Mixed,1,NA,1,1,1,1,3,4,1,NA,1,1,1,1,0,0
R_1l5hxpprKRDX4AN,USA,Mountain,Basin.and.Range,UT,Utah,49043,Summit,2.5,0,2,0,0,0,0.5,NA,NA,NA,NA,NA,0,2.5,0,0,Organic,100,0,2.5,Specialty,NA,NA,1,NA,NA,1,1,1,NA,NA,1,NA,NA,1,1,1
R_1LHk2MawDnCIVxi,USA,Northeast,Northern.Crescent,NH,New.Hampshire,33005,Cheshire,75,0,2,35,0,25,2,NA,NA,NA,NA,NA,0,0,0,27,Organic,25,75,75,Mixed,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_1Lhy0019zyEa0gH,USA,Mountain,Basin.and.Range,CO,Colorado,8029,Delta,36,0,20,0,0,0,0,NA,NA,NA,NA,NA,0,30,0,0,Organic,75,25,36,Mixed,1,1,1,2,2,1,3,1,1,1,1,0,0,1,0,1
R_1LielsQpeth7ntt,USA,Pacific,Fruitful.Rim,OR,Oregon,41051,Multnomah,0,16,NA,NA,NA,NA,NA,2.3,13,0,0,0.7,0,2.3,0,0,Organic,97,3,16,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1LIs6rowvyKZhSg,USA,Northeast,Northern.Crescent,NY,New.York,36075,Oswego,235,0,60,125,20,20,10,NA,NA,NA,NA,NA,0,235,0,0,Organic,80,20,235,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1llYeU7TcYxIoSY,USA,Pacific,Fruitful.Rim,OR,Oregon,41071,Yamhill,5,100,1.5,1.5,0,1,1,0,0,0,100,0,0,0,0,105,Organic,1.4,98.6,105,Specialty,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1
R_1LMWAkyGki1FnTl,USA,Pacific,NA,OR,Oregon,NA,NA,32,70,90,10,0,0,2,90,12,0,0,2,0,90,0,0,Organic,100,0,102,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1lsIR1rFPSZrd5D,USA,Pacific,Fruitful.Rim,CA,California,6107,Tulare,40,20,40,0,0,0,0,10,0,10,0,0,0,60,0,0,Organic,100,0,60,Specialty,3,1,1,2,4,1,1,1,0,1,1,0,0,1,1,1
R_1ludlFZiL4KP8j9,USA,NA,NA,HI,Hawaii,15009,Maui,16,0,5,0,0,8,1,NA,NA,NA,NA,NA,0,4,0,0,Organic,40,60,16,Specialty,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0
R_1LzE0SfBNtkc4Hj,USA,Lake.States,Northern.Crescent,WI,Wisconsin,55089,Ozaukee,31.5,23.5,5.5,23,0,NA,3,4.5,0,0,19,0,0,35,0,20,Organic,100,0,55,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1meXBas4KjqOELC,USA,Pacific,Fruitful.Rim,CA,California,6071,San.Bernardino,40,10,25,0,10,0,5,10,0,0,0,0,0,40,0,0,Organic,100,0,50,Mixed,1,3,1,1,1,3,3,4,1,0,1,1,1,0,0,0
R_1mFx8ted6VYIb8W,USA,Northeast,Northern.Crescent,NY,New.York,36109,Tompkins,40,0,3,15,NA,21,1,NA,NA,NA,NA,NA,0,0,0,3,Organic,100,NA,40,Specialty,1,1,1,3,1,1,1,4,1,1,1,0,1,1,1,0
R_1mgyQDpuAB9bO4t,USA,Appalachian,Eastern.Uplands,VA,Virgina,51045,Craig,60,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,50,0,0,Organic,90,10,60,Mixed,1,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1
R_1MKh42WEccuvDUT,USA,Northeast,Northern.Crescent,NY,New.York,36073,Orleans,2254,1950,2050,100,0,0,5,1950,0,0,0,0,4000,0,0,0,Conventional,100,0,4204,Mixed,3,3,3,1,1,1,3,1,0,0,0,1,1,1,0,1
R_1MLrK1w97J3WWpI,USA,Lake.States,Northern.Crescent,WI,Wisconsin,55141,Wood,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,1,Organic,100,0,1,Specialty,1,3,1,1,3,3,3,4,1,0,1,1,0,0,0,0
R_1MMbthBZ5sMXOaY,USA,Northeast,Northern.Crescent,ME,Maine,23005,Cumberland,1,0,0.5,NA,0.25,NA,0.25,NA,NA,NA,NA,NA,0,0,0,1,Organic,50,50,1,Specialty,1,1,1,1,1,3,3,4,1,1,1,1,1,0,0,0
R_1mwLfN8s9lkMNG4,USA,Pacific,Fruitful.Rim,CA,California,6021,Glenn,480,80,475,0,0,0,5,80,0,0,0,0,440,60,0,0,Split,100,0,560,Mixed,2,NA,3,NA,NA,NA,NA,4,0,NA,0,NA,NA,NA,NA,0
R_1n17fpUhjsYbAiT,USA,Pacific,Fruitful.Rim,WA,Washington,53073,Whatcom,0,2,NA,NA,NA,NA,NA,1,0,1,0,0,0,2,0,0,Organic,100,0,2,Specialty,1,3,1,1,1,1,3,1,1,0,1,1,1,1,0,1
R_1N2DMGr9rbqdYAk,USA,Corn.Belt,Heartland,OH,Ohio,39089,Licking,5,0,1,0,0,0,1,NA,NA,NA,NA,NA,0,0,1,0,Organic,100,0,5,Specialty,1,1,3,1,1,1,3,4,1,1,0,1,1,1,0,0
R_1n2f8Q8kQln6Y0u,USA,Lake.States,Northern.Crescent,MI,Michigan,26161,Washtenaw,0,1,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,Organic,100,0,1,Mixed,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_1N3PTGnvscoeD86,USA,Lake.States,NA,MN,Minnesota,NA,NA,0,1.25,NA,NA,NA,NA,NA,1.2,0,0,0,0.05,0,0,0,1.25,Organic,100,0,1.25,Specialty,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_1n7swlWxL4f7qak,USA,Pacific,Fruitful.Rim,CA,California,6083,Santa.Barbara,0,750,NA,NA,NA,NA,NA,748,0,0,0,2,350,350,50,0,Split,100,0,750,Specialty,1,3,1,3,4,1,3,4,1,0,1,0,0,1,0,0
R_1nO6mux8I8SoFYo,USA,Mountain,Prairie.Gateway,CO,Colorado,8067,La.Plata,14,0,1,4,0,7,2,NA,NA,NA,NA,NA,0,0,0,14,Organic,15,85,14,Specialty,1,1,1,1,3,3,3,1,1,1,1,1,0,0,0,1
R_1nPHDhjCbiDQyzL,USA,Pacific,Fruitful.Rim,CA,California,6019,Fresno,400,0,400,0,0,0,0,NA,NA,NA,NA,NA,280,80,40,0,Split,100,0,400,Specialty,1,3,1,1,4,1,3,3,1,0,1,1,0,1,0,0
R_1NqtG6NjnQJhzhC,USA,Southeast,Southern.Seaboard,GA,Georgia,13073,Columbia,20,0,1.5,0,0,0,0,NA,NA,NA,NA,NA,0,1.5,0,0,Organic,50,50,20,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1NsS39JxUQEHrn4,USA,Appalachian,Southern.Seaboard,NC,North.Carolina,37037,Chatham,149,0,6,120,0,0,14,NA,NA,NA,NA,NA,0,6,0,0,Organic,84,16,149,Specialty,1,2,2,1,1,1,1,1,1,0,0,1,1,1,1,1
R_1o1HJtTTZv0fj6E,USA,Mountain,Basin.and.Range,CO,Colorado,8077,Mesa,17,23,15,0,0,0,2,17,0,5,0,1,0,38,0,0,Organic,100,0,40,Specialty,1,2,1,1,4,1,3,1,1,0,1,1,0,1,0,1
R_1OJ3OVPV5J6YYwo,USA,Pacific,Fruitful.Rim,CA,California,6029,Kern,0,1400,NA,NA,NA,NA,NA,1250,0,0,0,150,1125,125,0,0,Split,100,0,1400,Specialty,1,3,3,1,1,1,3,4,1,0,0,1,1,1,0,0
R_1Os1Qz3AeS5uqZT,USA,Pacific,Fruitful.Rim,CA,California,6113,Yolo,28,0,3,7,13,3,2,NA,NA,NA,NA,NA,0,10,0,0,Organic,50,50,28,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1OUkSr5A9IUPanH,USA,Northern.Plains,Northern.Great.Plains,ND,North.Dakota,38057,Mercer,40,105,5,0,0,35,0,90,0,0,15,0,0,80,0,65,Organic,95,5,145,Mixed,3,1,3,1,1,1,3,1,0,1,0,1,1,1,0,1
R_1OVnwrlphk7LyRc,USA,Northeast,Northern.Crescent,NY,New.York,36021,Columbia,250,175,45,170,34,0,1,21,100,0,50,4,0,75,0,350,Organic,25,75,425,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1ovwpv15GyfWrvD,USA,Mountain,Fruitful.Rim,ID,Idaho,16087,Washington,72,2,70,0,0,0,2,2,0,0,0,0,0,72,0,0,Organic,100,0,74,Mixed,3,1,1,3,1,1,3,4,0,1,1,0,1,1,0,0
R_1pAtnwtDJ7UuXLq,USA,Pacific,Fruitful.Rim,WA,Washington,53047,Okanogan,10,0,4,0,3,2,1,NA,NA,NA,NA,NA,0,6,0,0,Organic,80,20,10,Specialty,1,2,1,1,2,NA,1,4,1,0,1,1,0,NA,1,0
R_1PdfLxPw3IHEPWT,USA,Mountain,Fruitful.Rim,ID,Idaho,16077,Power,1500,0,780,20,698,0,2,NA,NA,NA,NA,NA,0,1500,0,0,Organic,100,0,1500,Mixed,1,3,3,3,1,1,3,4,1,0,0,0,1,1,0,0
R_1PdYJKlcYdQ9YjD,USA,Northeast,Northern.Crescent,VT,Vermont,50013,Grand.Isle,50,0,16,30,0,0,4,NA,NA,NA,NA,NA,16,0,0,0,Conventional,75,25,50,Mixed,1,1,1,1,4,1,1,1,1,1,1,1,0,1,1,1
R_1pQzNGP65MDo1fN,USA,Pacific,Fruitful.Rim,WA,Washington,53031,Jefferson,10,0,3,6,0,0,1,NA,NA,NA,NA,NA,1,0,0,2,Split,100,0,10,Specialty,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,0
R_1prO6AA0qmYIx4z,USA,Pacific,Fruitful.Rim,CA,California,6097,Sonoma,4.5,0,NA,NA,NA,4,0.5,NA,NA,NA,NA,NA,0,0,0,4.5,Organic,20,80,4.5,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1PSnmFheDifSPog,USA,Northeast,Northern.Crescent,NY,New.York,36057,Montgomery,134,0,40,5,5,83,1,NA,NA,NA,NA,NA,0,40,0,0,Organic,50,50,134,Mixed,1,3,3,1,1,1,1,1,1,0,0,1,1,1,1,1
R_1pW3cN20mYku8EY,USA,Pacific,Fruitful.Rim,CA,California,6039,Madera,35,53,73,0,0,15,0,53,0,0,0,0,0,88,0,0,Organic,53,47,88,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1PY5NJwF2qSl0vM,USA,Southern.Plains,Southern.Seaboard,TX,Texas,48223,Hopkins,113,40,0,77,0,35,1,0,0,0,40,0,0,0,0,153,Organic,0,100,153,Specialty,1,2,1,1,4,2,3,1,1,0,1,1,0,0,0,1
R_1Q9iBj4owMlYgHF,USA,Northeast,Northern.Crescent,ME,Maine,23011,Kennebec,75,0,2,40,0,33,0,NA,NA,NA,NA,NA,0,2,0,0,Organic,10,90,75,Specialty,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1
R_1QavImJ6tQz0emu,USA,Pacific,Basin.and.Range,OR,Oregon,41027,Hood.River,50,0,44,0,0,1,5,NA,NA,NA,NA,NA,44,0,0,0,Conventional,99,1,50,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1QflKOUxfiEHGMC,USA,Pacific,Fruitful.Rim,OR,Oregon,41043,Linn,229,350,155,40,0,30,4,295,5,0,50,0,452,10,17,100,Split,80,20,579,Mixed,1,1,1,1,4,1,1,3,1,1,1,1,0,1,1,0
R_1QfpMTqmgRavVub,USA,Lake.States,Northern.Crescent,MI,Michigan,26033,Chippewa,40,0,2,36,0,0,2,NA,NA,NA,NA,NA,0,0,2,0,Organic,100,0,40,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1Qlu99qvvQjYMnz,USA,Lake.States,Northern.Crescent,MI,Michigan,26103,Marquette,40,0,5,35,0,0,0,NA,NA,NA,NA,NA,0,0,0,5,Organic,100,0,40,Specialty,1,1,2,3,1,1,3,4,1,1,0,0,1,1,0,0
R_1Qnp0oKYfKlDQ1B,USA,Pacific,Fruitful.Rim,CA,California,6033,Lake,9,0,8,0,0,0,1,NA,NA,NA,NA,NA,0,8,0,0,Organic,100,0,9,Specialty,3,3,3,1,4,1,3,4,0,0,0,1,0,1,0,0
R_1QowTtbqgT7TIPn,USA,Corn.Belt,Heartland,MO,Missouri,29141,Morgan,12,0,1.5,7,0,3,0.5,NA,NA,NA,NA,NA,0,0,0,4,Organic,90,10,12,Specialty,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1
R_1qVeVIJuVJbZEiO,USA,Pacific,Fruitful.Rim,CA,California,6077,San.Joaquin,3000,3000,6000,0,0,0,0,3000,0,0,0,0,5940,60,0,0,Split,100,0,6000,Mixed,3,3,1,1,4,1,1,1,0,0,1,1,0,1,1,1
R_1qWBBNy523IEbgv,USA,Pacific,Fruitful.Rim,WA,Washington,53061,Snohomish,6,14,0.25,6,NA,0.125,0.125,NA,NA,NA,14,NA,0,0,0,0.125,Organic,1,99,20,Mixed,1,1,2,1,1,3,1,1,1,1,0,1,1,0,1,1
R_1QyBOp5HpdnMMxP,USA,Northeast,Northern.Crescent,NY,New.York,36011,Cayuga,46.8,0,15,16,0,10,5.6,NA,NA,NA,NA,NA,0,0,0,46.8,Organic,100,0,46.8,Mixed,1,3,3,1,1,1,1,4,1,0,0,1,1,1,1,0
R_1rCdxO53TVzxl3D,USA,Pacific,Fruitful.Rim,WA,Washington,53029,Island,10,0,5,NA,NA,4,1,NA,NA,NA,NA,NA,0,10,0,0,Organic,100,NA,10,Specialty,1,3,1,1,1,1,1,4,1,0,1,1,1,1,1,0
R_1resnxLeSvBtfcb,USA,Pacific,Fruitful.Rim,CA,California,6067,Sacramento,400,100,480,0,0,0,20,100,0,0,0,0,498,2,0,0,Split,100,0,500,Specialty,1,1,1,1,4,1,1,1,1,1,1,1,0,1,1,1
R_1rjGwAN4dy3jJwi,USA,Pacific,Fruitful.Rim,CA,California,6007,Butte,397,0,368,23,0,0,6,NA,NA,NA,NA,NA,0,397,0,0,Organic,100,0,397,Specialty,3,3,3,1,4,3,3,3,0,0,0,1,0,0,0,0
R_1rMjFNTVsKPmwAG,USA,Northeast,Northern.Crescent,NY,New.York,36103,Suffolk,69,0,45,16,0,0,8,NA,NA,NA,NA,NA,45,0,0,0,Conventional,100,0,69,Specialty,3,3,1,1,4,1,1,1,0,0,1,1,0,1,1,1
R_1TceRV8PPWcqvgl,USA,Northeast,Northern.Crescent,NH,New.Hampshire,33009,Grafton,3,0,0.5,1,0,1,0.5,NA,NA,NA,NA,NA,0,0,0,3,Organic,100,0,3,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_1YoGXvfv2s85UaZ,USA,Pacific,Fruitful.Rim,CA,California,6097,Sonoma,2.5,0,2,0,0,0,0.5,NA,NA,NA,NA,NA,0,0,0,2,Organic,100,0,2.5,Mixed,1,1,1,3,1,1,3,4,1,1,1,0,1,1,0,0
R_20Ov2uqLlb4N64Y,USA,Northeast,Northern.Crescent,NY,New.York,36013,Chautauqua,96,0,26,49,20,0,1,NA,NA,NA,NA,NA,15,4,14,63,Split,100,0,96,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_20Te27JTxFKkIzJ,USA,Northeast,Northern.Crescent,NY,New.York,36069,Ontario,0,50,NA,NA,NA,NA,NA,10,0,10,30,0,0,0,0,50,Organic,100,0,50,Mixed,2,2,1,3,1,1,1,4,0,0,1,0,1,1,1,0
R_20ZmD90PREVptvs,USA,Mountain,Basin.and.Range,ID,Idaho,16021,Boundary,80,7,7,70,0,0,2,7,0,0,0,0,0,14,0,0,Organic,100,0,87,Specialty,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_211bk1Id187sCzQ,USA,Northeast,Northern.Crescent,NY,New.York,36003,Allegany,98,0,40,20,13,20,5,NA,NA,NA,NA,NA,0,0,0,35,Organic,80,20,98,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_214ilKq7prh55PX,USA,Pacific,Fruitful.Rim,CA,California,6097,Sonoma,0,3,NA,NA,NA,NA,NA,1.5,0,1.5,0,0,0,3,0,0,Organic,100,0,3,Specialty,3,1,3,3,1,2,3,1,0,1,0,0,1,0,0,1
R_21BWEoQruiILTjf,USA,Lake.States,Northern.Crescent,MI,Michigan,26015,Barry,6.6,0,1,2.5,NA,2,1.1,NA,NA,NA,NA,NA,0,0,0,1,Organic,30,70,6.6,Specialty,1,3,1,1,1,1,3,4,1,0,1,1,1,1,0,0
R_21dqLgR7ndDbV4a,USA,Southeast,NA,FL,Florida,NA,NA,49,0,25,7,NA,16,1,NA,NA,NA,NA,NA,25,0,0,0,Conventional,100,0,49,Specialty,3,3,3,1,4,3,3,1,0,0,0,1,0,0,0,1
R_21FJZgGJD6YIWEd,USA,Northeast,Northern.Crescent,NY,New.York,36011,Cayuga,600,0,500,99,0,0,1,NA,NA,NA,NA,NA,360,140,0,0,Split,100,0,600,Mixed,1,3,1,1,1,3,1,1,1,0,1,1,1,0,1,1
R_22A0BgTAZUoTmvM,USA,Northeast,Northern.Crescent,PA,Pennsylvania,42061,Huntingdon,11,0,5,0,NA,5,1,NA,NA,NA,NA,NA,0,5,0,0,Organic,100,0,11,Specialty,1,1,1,3,1,1,3,4,1,1,1,0,1,1,0,0
R_22FfxG5XrjVT9US,USA,Lake.States,Northern.Crescent,MI,Michigan,26161,Washtenaw,20,0,12,2,4,0,2,NA,NA,NA,NA,NA,0,0,12,0,Organic,100,0,20,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_22kLXwnCff9U5d2,USA,Pacific,Basin.and.Range,CA,California,6045,Mendocino,1687,0,80,1582,20,0,5,NA,NA,NA,NA,NA,0,70,0,10,Organic,100,0,1687,Specialty,1,1,3,1,4,1,3,1,1,1,0,1,0,1,0,1
R_22sScvnd2NUxcNv,USA,Pacific,Fruitful.Rim,CA,California,6007,Butte,130,0,100,0,28,0,2,NA,NA,NA,NA,NA,0,128,0,0,Organic,100,0,130,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_22tOKapNeU6IQlj,USA,Northeast,Northern.Crescent,NY,New.York,36111,Ulster,1.5,1.5,1.5,0,8,0,0,1.5,0,0,0,0,0,0,3,0,Organic,100,0,3,Specialty,1,1,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1
R_22y18z75tnigRu6,USA,Lake.States,Northern.Crescent,MI,Michigan,26101,Manistee,1720,0,40,60,70,0,2,NA,NA,NA,NA,NA,0,40,0,0,Organic,100,0,1720,Specialty,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1
R_22zEELZMxuhwBAF,USA,Lake.States,Northern.Crescent,WI,Wisconsin,55131,Washington,60,0,40,7,0,10,3,NA,NA,NA,NA,NA,0,60,0,0,Organic,84,16,60,Mixed,3,1,3,3,1,1,1,4,0,1,0,0,1,1,1,0
R_237hgghGPYvVKlH,USA,Appalachian,Eastern.Uplands,KY,Kentucky,21151,Madison,420,0,40,20,0,358,2,NA,NA,NA,NA,NA,0,420,0,0,Organic,10,90,420,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_238D5RoDxCA9jev,USA,Pacific,Fruitful.Rim,CA,California,6115,Yuba,6000,2000,3000,3000,0,0,50,1700,300,0,0,0,4400,350,0,0,Split,62,38,8000,Mixed,1,3,3,1,4,1,3,1,1,0,0,1,0,1,0,1
R_23ai7evM0G01rdL,USA,Northeast,Northern.Crescent,MD,Maryland,24043,Washington,190,125,124,66,0,0,1,125,0,0,0,0,0,249,0,0,Organic,40,60,315,Mixed,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1
R_2401851H4aNhgN2,USA,Lake.States,Northern.Crescent,MI,Michigan,26093,Livingston,23,0,1,20,2,0,0,NA,NA,NA,NA,NA,0,0,0,1,Organic,100,0,23,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_240g37yeYuqirZ3,USA,Southeast,Southern.Seaboard,SC,South.Carolina,45059,Laurens,0,6,NA,NA,NA,NA,NA,6,0,0,0,0,0,6,0,0,Organic,100,0,6,Specialty,3,3,1,3,1,1,1,4,0,0,1,0,1,1,1,0
R_242AJuBhKLg0F6j,USA,Northeast,Northern.Crescent,NY,New.York,36113,Warren,6,0,2,4,0,0,0,NA,NA,NA,NA,NA,1,0,0,1,Split,50,50,6,Specialty,1,1,1,3,1,3,3,4,1,1,1,0,1,0,0,0
R_245JkNSD3iVN20i,USA,Pacific,Fruitful.Rim,CA,California,6041,Marin,45,0,5,25,10,5,0,NA,NA,NA,NA,NA,0,5,0,0,Organic,100,0,45,Specialty,1,1,1,1,4,1,1,4,1,1,1,1,0,1,1,0
R_24dSqHsPA5l12Eh,USA,Pacific,Fruitful.Rim,WA,Washington,53057,Skagit,20,0,1,0,3,15,1,NA,NA,NA,NA,NA,0,0,0,19,Organic,20,80,20,Mixed,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1
R_24i32VDMyL4uDVi,USA,Pacific,Fruitful.Rim,OR,Oregon,41043,Linn,49,0,9,8,10,21,1,NA,NA,NA,NA,NA,0,3,0,0,Organic,25,75,49,Specialty,2,1,1,3,1,2,3,1,0,1,1,0,1,0,0,1
R_24kmskfKF7DFP8c,USA,Mountain,Basin.and.Range,NM,New.Mexico,35001,Bernalillo,0,1.5,NA,NA,NA,NA,NA,1.5,0,0,0,0,0,0,0,1.5,Organic,100,0,1.5,Specialty,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_24oR3QecA88gJ9U,USA,Northeast,Northern.Crescent,ME,Maine,23023,Sagadahoc,36,12,26,9.5,0,0,0.5,12,0,0,0,0,0,38,0,0,Organic,100,0,48,Specialty,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1
R_25A6rSiBsJA64iW,USA,Northeast,Northern.Crescent,PA,Pennsylvania,42095,Northampton,0,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,0,0,0,5,Organic,100,NA,5,Specialty,NA,3,3,1,1,1,3,NA,NA,0,0,1,1,1,0,NA
R_25FkhsVYd5R1BER,USA,Lake.States,Northern.Crescent,WI,Wisconsin,55067,Langlade,4000,2500,3950,0,0,0,50,2500,0,0,0,0,6500,0,0,0,Conventional,100,0,6500,Mixed,3,1,1,3,1,3,3,1,0,1,1,0,1,0,0,1
R_25HexRYY86tZzBl,USA,Northeast,Northern.Crescent,NY,New.York,36065,Oneida,0,435,NA,NA,NA,NA,NA,84,339,2,0,10,75,0,0,360,Split,100,0,435,Mixed,3,1,3,1,1,1,1,4,0,1,0,1,1,1,1,0
R_25sjtrgbsH57zqP,USA,Northeast,Northern.Crescent,NY,New.York,36031,Essex,9,0,1,2,2,3,1,NA,NA,NA,NA,NA,0,0,0,5,Organic,40,60,9,Specialty,1,3,1,1,1,2,1,1,1,0,1,1,1,0,1,1
R_25tRgPuCSjAKt9s,USA,Pacific,Fruitful.Rim,CA,California,6079,San.Luis.Obispo,2058,0,281,1772,0,0,5,NA,NA,NA,NA,NA,0,15,0,3,Organic,14,86,2058,Specialty,1,3,2,1,4,1,3,1,1,0,0,1,0,1,0,1
R_263dQpsWR8mYB7k,USA,Northeast,Northern.Crescent,NY,New.York,36095,Schoharie,35,73,108,20,0,0,3,73,0,0,0,0,108,0,0,0,Conventional,100,0,108,Mixed,2,2,3,3,1,1,3,1,0,0,0,0,1,1,0,1
R_27DtYd39WfBnPNr,USA,Pacific,Fruitful.Rim,CA,California,6041,Marin,0.25,0,0.2,0,0.05,0,0,NA,NA,NA,NA,NA,0,0.25,0,0,Organic,100,0,0.25,Specialty,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_27HzcrYTJJFFHut,USA,Corn.Belt,Heartland,MO,Missouri,29055,Crawford,6,0,1.5,4.25,0,0,0.25,NA,NA,NA,NA,NA,0,0,0,1,Organic,100,0,6,Specialty,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1
R_27yavzMuvwAHQNr,USA,Corn.Belt,Heartland,IA,Iowa,19103,Johnson,0,2.5,NA,NA,NA,NA,NA,2.5,0,0,0,0,0,0,0,2.5,Organic,100,0,2.5,Specialty,1,1,1,3,1,1,3,3,1,1,1,0,1,1,0,0
R_28A4LqA3fBBmzpn,USA,Pacific,Fruitful.Rim,CA,California,6097,Sonoma,14.2,0,12,1.2,0,0,1,NA,NA,NA,NA,NA,0,9.2,0,0,Organic,100,0,14.2,Specialty,1,3,1,3,4,3,1,1,1,0,1,0,0,0,1,1
R_28B4hMGJ9dDF8OL,USA,Mountain,NA,NM,New.Mexico,NA,NA,4,0,3.5,0,0,0,0.5,NA,NA,NA,NA,NA,0,4,0,0,Organic,100,0,4,Specialty,1,1,1,3,1,1,3,3,1,1,1,0,1,1,0,0
R_28G5pHuBE1SpCJE,USA,Pacific,Fruitful.Rim,CA,California,6087,Santa.Cruz,0,0.02,NA,NA,NA,NA,NA,0.02,0,0,0,0,0,0,0,0.02,Organic,100,0,0.02,Specialty,1,1,1,1,1,1,3,4,1,1,1,1,1,1,0,0
R_28M5ecZNnSOl9pK,USA,Northeast,Northern.Crescent,NY,New.York,36111,Ulster,0,35,NA,NA,NA,NA,NA,3,0,0,31,1,0,0,0,35,Organic,6,94,35,Specialty,1,1,3,3,1,1,1,1,1,1,0,0,1,1,1,1
R_28V7K6raJZrkiTu,USA,Pacific,Fruitful.Rim,CA,California,6113,Yolo,200,150,185,0,0,15,0,150,0,0,0,0,0,350,0,0,Organic,100,0,350,Mixed,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
R_28YvAyFpJWRRD9w,USA,Pacific,Fruitful.Rim,CA,California,6019,Fresno,2400,1600,4000,0,0,0,0,4000,0,0,0,0,2700,1300,0,0,Split,100,0,4000,Mixed,1,3,NA,NA,1,2,NA,NA,1,0,NA,NA,1,0,NA,NA
R_297i5pOsRFFmwAb,USA,Northeast,Northern.Crescent,NY,New.York,36065,Oneida,1,1,0.5,NA,NA,NA,1,3,NA,NA,NA,1,0,0,0,3.5,Organic,100,NA,2,Specialty,1,3,3,1,1,3,1,4,1,0,0,1,1,0,1,0
